0, 0.4930117222723174, 0.43080939947780683
160, 0.6900360685302074, 0.6379460400348129
320, 0.7195671776375112, 0.5935596170583115
480, 0.7357980162308386, 0.6153176675369887
640, 0.8142470694319206, 0.8320278503046127
800, 0.8751127141568981, 0.9129677980852916
960, 0.8683498647430117, 0.8459530026109661
1120, 0.8976555455365194, 0.8476936466492602
1280, 0.851668169522092, 0.7824194952132288
1440, 0.8931469792605952, 0.9033942558746736
1600, 0.8854824165915239, 0.8816362053959965
1760, 0.8823264201983769, 0.8241949521322889
1920, 0.8976555455365194, 0.8616187989556136
2080, 0.8611361587015329, 0.8241949521322889
2240, 0.9023895401262398, 0.9164490861618799
2400, 0.887736699729486, 0.9129677980852916
2560, 0.8564021641118125, 0.8381201044386423
2720, 0.8597835888187556, 0.7885117493472584
2880, 0.8839044183949504, 0.835509138381201
3040, 0.9211000901713255, 0.9338555265448216
3200, 0.8832281334535618, 0.8955613577023499
3360, 0.9050946798917944, 0.8755439512619669
3520, 0.8766907123534716, 0.8781549173194082
3680, 0.8899909828674482, 0.8798955613577023
3840, 0.9249323715058612, 0.927763272410792
4000, 0.8857078449053201, 0.9295039164490861
4160, 0.8870604147880974, 0.8494342906875544
4320, 0.8809738503155996, 0.8389904264577894
4480, 0.8376916140667268, 0.7911227154046998
4640, 0.8523444544634806, 0.825065274151436
4800, 0.8965284039675383, 0.8738033072236727
